                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                0.51567,                0.56222,                0.92263,                0.84712,                0.87959,                0.92307,                0.85608,                0.41358,                0.50559,                0.90069,              0.0015746,              0.0015746,              0.0015746
                     58,                0.54039,                  0.568,                0.92679,                0.87378,                0.92187,                0.93599,                0.86965,                0.39232,                0.46432,                  0.896,              0.0015729,              0.0015729,              0.0015729
                     59,                0.54508,                0.55919,                0.92706,                 0.8674,                 0.8931,                0.95522,                0.87149,                 0.4535,                0.47229,                0.91216,              0.0015713,              0.0015713,              0.0015713
                     60,                0.51073,                0.53205,                0.91508,                0.86094,                0.87371,                0.94182,                 0.8574,                0.47724,                0.49023,                0.92751,              0.0015696,              0.0015696,              0.0015696
                     61,                0.49567,                0.52082,                0.90441,                0.94854,                 0.9173,                0.96973,                0.90794,                0.38818,                0.40374,                 0.8969,               0.001568,               0.001568,               0.001568
                     62,                0.50274,                0.53688,                0.91978,                0.90087,                0.87984,                0.95543,                0.88856,                0.41928,                0.44602,                0.90613,              0.0015663,              0.0015663,              0.0015663
                     63,                0.50149,                0.54566,                0.91239,                0.92884,                0.86225,                0.94776,                0.87964,                0.41161,                0.44052,                 0.9032,              0.0015647,              0.0015647,              0.0015647
                     64,                0.51794,                0.54086,                0.91358,                0.84696,                0.94482,                0.94944,                0.88332,                0.40752,                0.45738,                0.90296,               0.001563,               0.001563,               0.001563
                     65,                0.51386,                0.55335,                0.91974,                0.78252,                0.93947,                0.94311,                0.87613,                0.40902,                0.46477,                0.90003,              0.0015614,              0.0015614,              0.0015614
                     66,                0.48998,                0.52289,                0.90999,                0.88106,                 0.9287,                0.94594,                0.88271,                0.38453,                0.42829,                0.89755,              0.0015597,              0.0015597,              0.0015597
                     67,                0.48562,                0.53452,                0.90872,                0.83122,                0.83573,                0.90033,                0.83665,                0.41128,                  0.565,                0.89622,              0.0015581,              0.0015581,              0.0015581
                     68,                0.47559,                0.51928,                0.89917,                0.93264,                0.88991,                0.96726,                0.90419,                0.38201,                0.40633,                0.88764,              0.0015564,              0.0015564,              0.0015564
                     69,                0.48921,                0.51813,                0.90528,                0.86211,                0.91623,                0.94892,                0.87444,                0.43289,                 0.4298,                0.91154,              0.0015548,              0.0015548,              0.0015548
                     70,                0.48161,                0.51208,                0.90731,                0.92238,                0.90284,                0.96121,                0.87494,                0.44369,                0.40713,                0.90607,              0.0015531,              0.0015531,              0.0015531
                     71,                 0.4922,                0.51041,                0.90582,                0.83292,                0.89247,                0.93433,                0.86886,                0.38419,                0.45127,                0.89198,              0.0015515,              0.0015515,              0.0015515
