                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     64,                0.44915,                0.48731,                0.89458,                0.90336,                0.94123,                0.95511,                0.88932,                0.38682,                0.37941,                0.88898,               0.001563,               0.001563,               0.001563
                     65,                0.46001,                0.49741,                0.90456,                0.88319,                0.93529,                0.95658,                0.89761,                0.36581,                0.40799,                0.88117,              0.0015614,              0.0015614,              0.0015614
                     66,                0.43667,                0.49366,                0.89645,                0.86519,                0.90435,                0.92139,                0.86464,                0.37593,                 0.4971,                0.88204,              0.0015597,              0.0015597,              0.0015597
                     67,                0.45187,                0.51544,                0.89379,                0.86341,                0.92356,                 0.9495,                0.87998,                0.40539,                0.45109,                0.90275,              0.0015581,              0.0015581,              0.0015581
                     68,                0.44202,                0.48028,                0.88797,                0.92301,                0.96852,                0.97997,                0.91528,                 0.3736,                0.33864,                0.88476,              0.0015564,              0.0015564,              0.0015564
                     69,                 0.4402,                0.47717,                0.88951,                0.93307,                0.95333,                0.97241,                 0.9214,                0.35329,                0.33412,                0.87982,              0.0015548,              0.0015548,              0.0015548
                     70,                 0.4476,                 0.4799,                0.89769,                0.93155,                0.94064,                 0.9746,                0.91053,                0.38812,                0.38584,                0.89455,              0.0015531,              0.0015531,              0.0015531
                     71,                 0.4475,                 0.4627,                0.89412,                0.91188,                0.94387,                0.97317,                0.90346,                0.39492,                0.39178,                0.89603,              0.0015515,              0.0015515,              0.0015515
                     72,                0.45709,                0.46908,                0.89804,                  0.923,                0.94797,                0.97697,                 0.8962,                0.42678,                0.38064,                0.91031,              0.0015498,              0.0015498,              0.0015498
                     73,                0.43419,                0.45503,                0.89937,                0.94299,                0.93672,                0.97419,                0.90344,                0.37346,                0.34575,                0.88708,              0.0015482,              0.0015482,              0.0015482
                     74,                0.43634,                0.45533,                0.88622,                0.94698,                0.94588,                0.97786,                0.91885,                0.36409,                0.32934,                 0.8835,              0.0015465,              0.0015465,              0.0015465
                     75,                0.43338,                0.46367,                0.89505,                0.90442,                0.88388,                0.95179,                0.88538,                0.39727,                0.44121,                 0.9056,              0.0015449,              0.0015449,              0.0015449
                     76,                0.42371,                0.46876,                0.89843,                  0.889,                0.95735,                0.97105,                 0.9178,                0.35833,                0.37854,                0.87622,              0.0015432,              0.0015432,              0.0015432
                     77,                0.43531,                0.44925,                0.89176,                0.90222,                0.94679,                0.96974,                0.91047,                0.36555,                0.38136,                0.89025,              0.0015416,              0.0015416,              0.0015416
                     78,                0.42714,                 0.4359,                0.88451,                0.92142,                0.94962,                0.97452,                0.91473,                0.34655,                0.35076,                0.87559,              0.0015399,              0.0015399,              0.0015399
